"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1876206457445822934","Fri Jan 10 20:48:18 +0000 2025","0","@my_supersoccer Seru nih semoga gaya mainnya Patrick Kluivert bisa bikin Timnas Indonesia makin jago!","1877819780285202479","","my_supersoccer","in","NTB","0","0","0","https://x.com/LeliaSarantopou/status/1877819780285202479","431022610","LeliaSarantopou"
"1877807610243825782","Fri Jan 10 20:02:19 +0000 2025","0","Kadang kesel banget gua baca postingan nya mereka. Orang juga beloman kerja udah pada bacot ini itu opini begini begitu. Biarin dulu lah sebagai fans timnas liat dulu hasil si Patrick Kluivert ini kaya gimana. Kalo dia gagal baru hujat sepuas lu dah tuh sampe maki2 jg terserah","1877808207781150734","","tfkwlyptr","in","","0","2","0","https://x.com/tfkwlyptr/status/1877808207781150734","1854719175815839747","tfkwlyptr"
"1877679571736146028","Fri Jan 10 19:17:54 +0000 2025","0","@UpdateBolabola Masa Bodoh mau 15 mau 3 Orang yg jelas lawan Australia suatu keharusan harus Menang....karena Patrick Kluivert yg dipilih sudah dianggap lebih jago dari STY...jika kalah PSSI pimpinan Erick Thohir dkk berserta Pelatih harus bubar....Sudah tidak bisa ditawar lagi...","1877797028794900694","","UpdateBolabola","in","Malang","0","0","0","https://x.com/KangMas2012/status/1877797028794900694","710064727","KangMas2012"
"1877349385518067877","Fri Jan 10 18:04:46 +0000 2025","0","@ctpLuXian @GogonKelapa @gilabola_ina Mana gua tau emang gua orang internal pssi.kan di ganti karena suasana locker roam yg gk kondusif.niat ganti pelatih kan cuman mau merubah suasana ruang ganti dengan adanya Patrick kluivert.halah bro bro lu kaya baru tau pssi gimana.kalo gua mah udah gk kaget.","1877778624817815633","","ctpLuXian","in","","0","1","0","https://x.com/adeeirwan14/status/1877778624817815633","213318939","adeeirwan14"
"1877774094055412195","Fri Jan 10 17:46:46 +0000 2025","5","RI 36 kemungkinan digunakan Patrick Kluivert","1877774094055412195","","","in","Indonesia","0","3","1","https://x.com/vctrkmng/status/1877774094055412195","120835525","vctrkmng"
"1877767433718841668","Fri Jan 10 17:20:18 +0000 2025","2","Pelatih baru Timnas Indonesia Patrick Kluivert dikabarkan akan tiba di Indonesia pada petang ini.","1877767433718841668","","","in","Tajurhalang, Kabupaten Bogor ","0","4","0","https://x.com/adiyks/status/1877767433718841668","218098661","adiyks"
"1877764500092317918","Fri Jan 10 17:08:38 +0000 2025","2","Marc Klok punya pesan penting buat Patrick Kluivert pelatih baru Timnas Indonesia. Ini pesan Marc Klok! https://t.co/0ca7LSqoR5","1877764500092317918","","","in","Jakarta","0","0","0","https://x.com/detiksport/status/1877764500092317918","135783107","detiksport"
"1877762515188191526","Fri Jan 10 17:00:45 +0000 2025","0","Sifat Asli Patrick Kluivert Dikuliti Eks Anak Asuh Gaya Melatihnya Dijamin Bikin Pemain Terkejut https://t.co/XoaxA5nraO","1877762515188191526","","","in","Indonesia","0","0","0","https://x.com/MSNindonesia/status/1877762515188191526","262026799","MSNindonesia"
"1877753266714574854","Fri Jan 10 16:24:00 +0000 2025","16","Patrick Kluivert Pernah jadi Duta Judol Erick Thohir: Apa Mungkin Saya Ditekan Mafia Judi? | ROSI https://t.co/THvwh8Tazt","1877753266714574854","","","in","Indonesia","2","28","5","https://x.com/KompasTV/status/1877753266714574854","71436318","KompasTV"
"1877498752279494688","Fri Jan 10 14:53:11 +0000 2025","0","@ainurohman Ini menarik. Nanti andai Patrick Kluivert ternyata memberi hasil lebih baik dari STY please jangan sebut-sebut nama STY. Satu yang enggak disebutin di sini Bicentini itu asistennya Kluivert yang naik posisi pas dia mundur. Skuat Curacao yang dipegang Bicentini warisan PK.","1877730410383261893","","ainurohman","in","Jawa Tengah, Indonesia","0","0","0","https://x.com/bungekocom/status/1877730410383261893","1223843532110061568","bungekocom"
"1877728352213319969","Fri Jan 10 14:45:00 +0000 2025","2","Selain karena dari Belanda Bung Towel sebut hal ini menjadi alasan penunjukkan Patrick Kluivert sebagai pelatih Timnas Indonesia. #BolacomID #blclpt #blcvlog #TimnasIndonesia #ShinTaeYong #Towel https://t.co/yQmU7kwSHp","1877728352213319969","https://pbs.twimg.com/media/Gg8DcCda0AAVLJi.jpg","","in","Indonesia","0","0","1","https://x.com/bolacomID/status/1877728352213319969","1486284086","bolacomID"
"1877683639900938376","Fri Jan 10 14:44:35 +0000 2025","17","@menyusulsaja @unmagnetism suporter Patrick Kluivert juga ga bakal nonton di GBK tanggal 20 orang mainnya di Australia ke GBK nonton rumput?","1877728248169218359","","menyusulsaja","in","","0","0","0","https://x.com/cryptohunt12527/status/1877728248169218359","1814675060357275650","cryptohunt12527"
"1877725978975215860","Fri Jan 10 14:35:34 +0000 2025","0","Sergio van Dijk mantan pemain Timnas Indonesia baru-baru ini mengungkapkan keraguannya mengenai kemampuan Patrick Kluivert untuk membawa Timnas Indonesia lolos ke Piala Dunia 2026 secara otomatis. https://t.co/e8RiUw8flx","1877725978975215860","","","in","Jakarta","0","0","0","https://x.com/indozonemedia/status/1877725978975215860","350668803","indozonemedia"
"1877725817041752535","Fri Jan 10 14:34:55 +0000 2025","0","Era STY Tamat PSSI Lanjutkan Misi Piala Dunia Bersama Patrick Kluivert via @infosumbar https://t.co/cWtKw1kg7t #infosumbar #Timnas #PatrickKluivert","1877725817041752535","","","in","Kota Padang, Sumatera Barat","0","0","0","https://x.com/infoSumbar/status/1877725817041752535","162721676","infoSumbar"
"1877721331988656177","Fri Jan 10 14:25:48 +0000 2025","0","@erseee_ Dari posturnya sih dah mirip patrick kluivert","1877723519527821648","","erseee_","in","","0","2","0","https://x.com/curtisjonesid/status/1877723519527821648","1347781623492665346","curtisjonesid"
"1877723276845240794","Fri Jan 10 14:24:50 +0000 2025","0","Pegiat Sepak Bola Kepri Buralimar Sebaiknya Patrick Kluivert Diuji 1 Tahun Dulu https://t.co/4YkC4OyJAS lewat @WartaKepri.co.id","1877723276845240794","","","in","Kota Batam, Kepulauan Riau","0","0","0","https://x.com/WartaKepri/status/1877723276845240794","4401199034","WartaKepri"
"1877704598896664793","Fri Jan 10 14:23:05 +0000 2025","0","@garistengah_id Memang caranya salah pecat STY karena kita terlalu adat ketimuran udah gk usah dibahas lagi mari menatap era Baru Patrick Kluivert beri kesempatan karo hasilnya tidak sesuai harapan barulah dihujat jangan belum bekerja dihujat kita negara yang selalu Support Timnasnya","1877722835931877482","","garistengah_id","in","","0","0","0","https://x.com/ajibagus551/status/1877722835931877482","3232197116","ajibagus551"
"1877722692163457133","Fri Jan 10 14:22:30 +0000 2025","0","Ojo dho udur. Kita bicarakan baik baik di warung Soto Karang. Silakan pilih mana seleramu. . #TimnasDay #TimnasIndonesia sty patrick kluivert jay idzes marselino oratmangoen verdonk Haye risky ridho ivar jenner egi arhan kevin diks mess hillgers jairo paes nathan sandi hubner https://t.co/PJ2jat2ZwR","1877722692163457133","https://pbs.twimg.com/media/Gg8C1ZZbkAEIYOI.jpg","","in","Karanganyar, Jawa Tengah","0","0","0","https://x.com/sotokarang/status/1877722692163457133","1062508051","sotokarang"
"1877722646819066280","Fri Jan 10 14:22:20 +0000 2025","0","BERAT!!! INILAH TUGAS DAN PERAN PATRICK KLUIVERT https://t.co/eIh74FdCo7 #PSSI #TimnasIndonesia #TimnasDay #fyp #Trending #infosepakbola","1877722646819066280","","","in","Jakarta Capital Region","0","0","0","https://x.com/GieTwo79602/status/1877722646819066280","1873937832852807684","GieTwo79602"
"1877722564266496303","Fri Jan 10 14:22:00 +0000 2025","2","Marc Klok punya pesan penting buat Patrick Kluivert pelatih baru Timnas Indonesia. Ini pesan Marc Klok! https://t.co/jeBdFJVpDt","1877722564266496303","","","in","","0","1","0","https://x.com/detikcom/status/1877722564266496303","69183155","detikcom"
"1877706165137674345","Fri Jan 10 14:17:45 +0000 2025","0","@vindestwitt Sebagai patrick kluivert bengong doang tiba2 ditawarin kerja","1877721497277771985","","vindestwitt","in","","0","0","0","https://x.com/alf1nter/status/1877721497277771985","1797416231538176000","alf1nter"
"1877585519665885687","Fri Jan 10 14:11:33 +0000 2025","0","@GibranAjiel @corbuzier 5 permainan terakhir timnas gabisa dibantah kompak dan keren Basic pelatih patrick kluivert scorer jadi might be good Track record sebagai pelatih untuk overall memang tidak terlalu bagus Tapi ada harapan penajaman lini depan timnas bisa menjadi lebih baik Thanks","1877719933242761423","","GibranAjiel","in","","0","0","0","https://x.com/bubuset_/status/1877719933242761423","1503041211174912000","bubuset_"
"1877719864573399082","Fri Jan 10 14:11:16 +0000 2025","0","Patrick Kluivert Pelatih Baru Timnas Indonesia dan Bintang di FC Mobile https://t.co/PylkOnnq9G","1877719864573399082","","","in","editor@gizmologi.com","0","0","0","https://x.com/gizmologi/status/1877719864573399082","3570716532","gizmologi"
"1877717134089818378","Fri Jan 10 14:00:25 +0000 2025","0","Patrick Kluivert resmi jadi pelatih Timnas Indonesia! Ia sangat antusias dengan potensi besar sepak bola Indonesia. https://t.co/Wc2yiYTFKD","1877717134089818378","","","in","Indonesia","0","0","0","https://x.com/seatodaynews/status/1877717134089818378","1314830750533865472","seatodaynews"
"1877716273091707159","Fri Jan 10 13:57:00 +0000 2025","0","Patrick Kluivert Tinggalkan 'Budaya' Belanda Saat Melatih! https://t.co/tc9PDYb3oy","1877716273091707159","","","in","Indonesia","0","0","0","https://x.com/haluanharian/status/1877716273091707159","282667727","haluanharian"
"1877679571736146028","Fri Jan 10 11:31:10 +0000 2025","1091","Erick Thohir Akui Nyaris Pilih Pelatih Italia untuk Timnas Indonesia 15 Kandidat Diseleksi Sebelum Pilihan Jatuh ke Patrick Kluivert https://t.co/1kO9PUiGqX","1877679571736146028","","","in","DKI Jakarta, Indonesia","132","308","46","https://x.com/UpdateBolabola/status/1877679571736146028","1089010123","UpdateBolabola"
"1877577728108671079","Fri Jan 10 11:30:12 +0000 2025","0","@dyfblev @UpdateBolabola Iya Kaka nya Nggak Ngebela STY Tapi Kaka-nya Ngeledekin Si Patrick Kluivert Dan Itu Mancing² Haters STY Buat Nyerang Kaka Tau Sendiri Haters STY Betapa Ekstremnya Kalau Komen! ","1877679328529629214","","dyfblev","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/rhmtmuslim/status/1877679328529629214","1578198857195737089","rhmtmuslim"
"1877678077226164289","Fri Jan 10 11:25:13 +0000 2025","0","Patrick Kluivert resmi ditunjuk sebagai pelatih kepala Timnas Indonesia dengan kontrak dua tahun. Namun keputusan ini memicu sorotan dari Marciano Vink eks pemain Timnas Belanda. https://t.co/iS4sbBB7pI","1877678077226164289","","","in","","0","0","0","https://x.com/heralddotID/status/1877678077226164289","1698580133068865536","heralddotID"
"1877677494427435388","Fri Jan 10 11:22:54 +0000 2025","0","Patrick Kluivert resmi ditunjuk sebagai pelatih kepala Timnas Indonesia dengan kontrak dua tahun. Namun keputusan ini memicu sorotan dari Marciano Vink eks pemain Timnas Belanda https://t.co/iS4sbBAzAa","1877677494427435388","","","in","","0","0","0","https://x.com/heralddotID/status/1877677494427435388","1698580133068865536","heralddotID"
"1877675252408348794","Fri Jan 10 11:14:00 +0000 2025","0","Sergio van Dijk menyebut bahwa kehadiran Patrick Kluivert menjadi angin segar bagi sepak bola Indonesia. Namun dirinya tetap meragukan kapabilitas Patrick Kluivert untuk bisa membawa Timnas Indonesia ke ajang Piala Dunia 2026. https://t.co/pT74povvIV","1877675252408348794","","","in","Indonesia","0","0","0","https://x.com/BolaSportcom/status/1877675252408348794","78239324","BolaSportcom"
"1877675252278288546","Fri Jan 10 11:14:00 +0000 2025","0","Sergio van Dijk menyebut bahwa kehadiran Patrick Kluivert menjadi angin segar bagi sepak bola Indonesia. Namun dirinya tetap meragukan kapabilitas Patrick Kluivert untuk bisa membawa Timnas Indonesia ke ajang Piala Dunia 2026. https://t.co/MHga9HImOJ","1877675252278288546","","","in","JAKARTA","0","0","0","https://x.com/tribunSUPERBALL/status/1877675252278288546","626306017","tribunSUPERBALL"
"1877674781039825279","Fri Jan 10 11:12:07 +0000 2025","0","Bersama Patrick Kluivert Ini Sosok yang Disebut Pengatur Startegi di Timnas Indonesia https://t.co/wjK8L49tmj","1877674781039825279","","","in","Jakarta, Indonesia","0","0","0","https://x.com/fajaronline/status/1877674781039825279","89877164","fajaronline"
"1877674640937800032","Fri Jan 10 11:11:34 +0000 2025","3","Bisa bayar STY lunas aje udah bangga banget tuh jubir PSSI Ehh ada yg nuntut pelatih timnas punya catatan rekor bagus &amp; hebat selevel Luis Van Gaal kek mampu bayar Masih bagus ada Patrick Kluivert yg mau. Ga ada bersyukurnya emang rakyat republik kontoloyo halah #dapse","1877674640937800032","","","in","Indonesia","0","2","0","https://x.com/Top8rendusara/status/1877674640937800032","496197110","Top8rendusara"
"1877671324153479240","Fri Jan 10 11:07:32 +0000 2025","2","Idolaku 98 PD itu: 1. Zidane 2. Beckham 3. Ronaldo LN 4. Ronaldinho 5. Luis Figo 6. Kaka 7. Mustapha Hadji 8. Davor Suker 9. Patrick Kluivert 10.Dennis Bergkamp 11. De boer brothers 12. Edgar Davids 13. Italian player most","1877673624582115386","","anonimman137997","in","Indonesia","0","1","0","https://x.com/anonimman137997/status/1877673624582115386","1704116159665389568","anonimman137997"
"1877673543879606583","Fri Jan 10 11:07:13 +0000 2025","0","Komisi X Himbau Masyarakat Dukung Pelatih Baru Timnas Patrick Kluivert https://t.co/jWgyhB8ldY #DPRRI #PelatihTimnasIndonesia #LaluHadrianIrfani #PatrickKluivert","1877673543879606583","","","in","Jakarta","0","0","0","https://x.com/gemaposID/status/1877673543879606583","1183693365449084928","gemaposID"
"1877673361154711749","Fri Jan 10 11:06:29 +0000 2025","0","Prediksi formasi pelatih baru indo Patrick Kluivert gimana menurutmu. ? Jangan bilang Belanda versi 2 . #TimnasIndonesia #patrickkluivert https://t.co/0VzToMgCpX","1877673361154711749","https://pbs.twimg.com/media/Gg7V-LEbwAAkp8G.jpg","","in","APAPUN DI OBROLIN🌷🥀🌹","0","0","1","https://x.com/m_mvstofa2/status/1877673361154711749","3107159911","m_mvstofa2"
"1877673128119222349","Fri Jan 10 11:05:33 +0000 2025","0","Profil Denny Landzaat Asisten Patrick Kluivert yang Fasih Berbahasa Indonesia https://t.co/F6JNISpsoe","1877673128119222349","","","in","Jakarta Pusat, DKI Jakarta","0","0","0","https://x.com/SINDOnews/status/1877673128119222349","231355136","SINDOnews"
"1876999708985704620","Fri Jan 10 11:04:14 +0000 2025","1","@PackHendri @firzieidris @FabrizioRomano Patrick Kluivert hanya membawa Curacao naik peringkat dari posisi 160 ke 130 dunia pada 5 Maret 2015 hingga 30 Juni 2026. Sementara di periode kedua ditangani Patrick Kluivert Curacao turun dari peringkat 76 ke 80 dunia.","1877672794210603123","","PackHendri","in","","0","1","0","https://x.com/amorteniava/status/1877672794210603123","1360313354473013249","amorteniava"
"1877671735681773678","Fri Jan 10 11:00:01 +0000 2025","0","Bek Ipswich Town Elkan Baggott diyakini akan segera comeback ke timnas Indonesia menyusul penunjukkan pelatih anyar Patrick Kluivert. Selengkapnya https://t.co/hejNMGps2W","1877671735681773678","","","in","JAKARTA","0","0","0","https://x.com/tribunSUPERBALL/status/1877671735681773678","626306017","tribunSUPERBALL"
"1877671734326747419","Fri Jan 10 11:00:01 +0000 2025","0","Bek Ipswich Town Elkan Baggott diyakini akan segera comeback ke timnas Indonesia menyusul penunjukkan pelatih anyar Patrick Kluivert. Selengkapnya https://t.co/q7KdQ73S9F","1877671734326747419","","","in","Indonesia","0","0","0","https://x.com/BolaSportcom/status/1877671734326747419","78239324","BolaSportcom"
"1877671389072892015","Fri Jan 10 10:58:39 +0000 2025","0","PSSI akhirnya mengumumkan nama Patrick Kluivert sebagai pelatih tim nasional Indonesia Rabu (8/1/2025). Menggantikan Shin Tae-yong Kluivert ditargetkan dapat membawa Skuad Garuda lolos ke Piala Dunia 2026. Lalu siapa sih Patrick Kluivert? Kenali sosok mantan striker timnas https://t.co/tBcBgGnAJs","1877671389072892015","https://pbs.twimg.com/ext_tw_video_thumb/1877666281039839232/pu/img/Bznm1CSgqra0yNeE.jpg","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/informasicom/status/1877671389072892015","1173853316511485952","informasicom"
"1877671324153479240","Fri Jan 10 10:58:23 +0000 2025","0","Selamat datang #KluivertIn Semoga sepakbola Indonesia bisa normal pemain nasional kompak. Patrick Kluivert terkenal idola 98 bukan kaleng-kaleng kpop kroco https://t.co/D0Nga2wgil","1877671324153479240","https://pbs.twimg.com/ext_tw_video_thumb/1877671223225970688/pu/img/PjYDf_OTgPzjbRrI.jpg","","in","Indonesia","0","2","0","https://x.com/anonimman137997/status/1877671324153479240","1704116159665389568","anonimman137997"
"1877670152654753958","Fri Jan 10 10:53:44 +0000 2025","1","Askot PSSI Tangerang Optimistis Patrick Kluivert Mampu Wujudkan Mimpi Timnas Indonesia ke Piala Dunia https://t.co/cCQgB0fNb1","1877670152654753958","","","in","Jakarta","0","0","0","https://x.com/Beritasatu/status/1877670152654753958","154102750","Beritasatu"
"1877667954881638412","Fri Jan 10 10:53:13 +0000 2025","0","@tempodotco Peluang kecil bersama Patrick Kluivert yg punya Rapor Merah sebagai Pelatih Erick Tohir PSSI blunder m'yia-nyiakan peluang besar Timnas Garuda bersama STY utk lolos kualifikasi FIFA World Cup Asian STY punya pengalaman utk kalahkan Bahrain &amp; China di Laga Kandang dan Australia https://t.co/uij91uGUhC","1877670021704376691","https://pbs.twimg.com/media/Gg7S7nYbUAElO8T.jpg","tempodotco","in","","0","0","0","https://x.com/sayno_KKN/status/1877670021704376691","1735636779192233984","sayno_KKN"
"1877667954881638412","Fri Jan 10 10:45:00 +0000 2025","5","Patrick Kluivert Bicara Peluang Timnas Indonesia di Kualifikasi Piala Dunia 2026: Nasib Kami Ada di Tangan Kami Sendiri https://t.co/WkyQ8yCMLX","1877667954881638412","","","in","Indonesia","0","2","1","https://x.com/tempodotco/status/1877667954881638412","18129942","tempodotco"
"1877667954697080922","Fri Jan 10 10:45:00 +0000 2025","0","5 Modal Patrick Kluivert Bawa Timnas Indonesia Kalahkan Australia di Kualifikasi Piala Dunia 2026 Nomor 1 Paling Krusial https://t.co/bFprI9dxQS","1877667954697080922","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1877667954697080922","47274731","okezonenews"
"1877667713751056503","Fri Jan 10 10:44:02 +0000 2025","0","Halo Sunners! ️ Ada kabar menarik nih! Patrick Kluivert legenda sepak bola Belanda resmi jadi pelatih timnas Indonesia mulai 8 Januari 2025. Yuk kita kenalan lebih dekat! https://t.co/WkhUSwrqML","1877667713751056503","https://pbs.twimg.com/media/Gg7QTJwaYAA92eb.jpg","","in","Kelapa Gading, North Jakarta","0","1","0","https://x.com/majalahsunday/status/1877667713751056503","180240682","majalahsunday"
"1877667199222993170","Fri Jan 10 10:42:00 +0000 2025","0","Sergio van Dijk mengungkapkan sisi berbeda dari sosok pelatih anyar Timnas Indonesia Patrick Kluivert. Ia diketahui pernah merasakan dilatih langsung oleh Patrick Kluivert. https://t.co/IuULuoYice","1877667199222993170","","","in","JAKARTA","0","0","0","https://x.com/tribunSUPERBALL/status/1877667199222993170","626306017","tribunSUPERBALL"
"1877667199088734568","Fri Jan 10 10:42:00 +0000 2025","0","Sergio van Dijk mengungkapkan sisi berbeda dari sosok pelatih anyar Timnas Indonesia Patrick Kluivert. Ia diketahui pernah merasakan dilatih langsung oleh Patrick Kluivert. https://t.co/XzaYk49vqd","1877667199088734568","","","in","Indonesia","0","0","0","https://x.com/BolaSportcom/status/1877667199088734568","78239324","BolaSportcom"
"1877667088317227196","Fri Jan 10 10:41:33 +0000 2025","0","Eksklusif! PSSI: Patrick Kluivert Pelatih Bersih Ada Agenda Hancurkan T... https://t.co/fL5xmxZPlX lewat @YouTube","1877667088317227196","","","in","","0","0","0","https://x.com/Sugiyan17866402/status/1877667088317227196","1345661143398793216","Sugiyan17866402"
"1877027503946051683","Fri Jan 10 10:36:50 +0000 2025","0","@mas_veel @aingriwehuy Saya setuju Patrick Kluivert jadi in striker timnas kita aja daripada nyari yg lain dan bukan dijadiin pelatih karena itu artinya the wrong man in the wrong place","1877665900498661642","","mas_veel","in","","0","0","0","https://x.com/Jojobetako2/status/1877665900498661642","1628263424630333442","Jojobetako2"
"1877665438085296605","Fri Jan 10 10:35:00 +0000 2025","0","Harga Pasaran Terkini Patrick Kluivert Pelatih Timnas Indonesia yang Resmi Gantikan Shin Tae-yong https://t.co/5KI9T9C6vA","1877665438085296605","","","in","Jakarta","0","1","0","https://x.com/okezonenews/status/1877665438085296605","47274731","okezonenews"
"1877663597494440350","Fri Jan 10 10:27:41 +0000 2025","0","Resmi Ditunjuk Jadi Pelatih Timnas Indonesia Ini Agenda Awal Patrick Kluivert di Jakarta. Link : https://t.co/uvcKSbhqPm Nikmati Penawaran menarik kami Sosial media kami #bj88 #bj88indonesia #Starlightprincess #trikpolaprincess #Pragmaticplay #slotgacorhariini https://t.co/kmevY2l259","1877663597494440350","https://pbs.twimg.com/media/Gg7NEHyaAAEwqWm.jpg","","in","","0","0","0","https://x.com/bj88indonesia/status/1877663597494440350","1768915396151951360","bj88indonesia"
"1877662933846761549","Fri Jan 10 10:25:03 +0000 2025","0","Mengenal Anak Patrick Kluivert Yang Juga Menjadi Pemain Sepak Bola Siapa Yang Bersinar? - https://t.co/xA5ZgMH3Yx","1877662933846761549","","","in","","0","0","0","https://x.com/zqscore_news/status/1877662933846761549","1623274545800167424","zqscore_news"
"1877662079320207416","Fri Jan 10 10:21:39 +0000 2025","0","Pelatih Bahrain Ancam Pelatih Timnas Indonesia Patrick Kluivert Jelang Bentrok di Kualifikasi Piala Dunia 2026 https://t.co/dcsvwF9EmF","1877662079320207416","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1877662079320207416","47274731","okezonenews"
"1877661652260131030","Fri Jan 10 10:19:57 +0000 2025","0","Keputusan Timnas Indonesia menunjuk Patrick Kluivert sebagai pelatih dikomentari pundit Belanda. Tim Garuda dinilai butuh nama besarnya. Lanjutan : https://t.co/ejtN59uqn2 https://t.co/3djP4agXtc","1877661652260131030","https://pbs.twimg.com/media/Gg7LSk6aUAAsEgC.png","","in","INDONESIA","0","0","0","https://x.com/senang_say86255/status/1877661652260131030","1823691850789871616","senang_say86255"
"1877660675130139055","Fri Jan 10 10:16:04 +0000 2025","0","PERJUDIAN BESAR DALAM DIRI PATRICK KLUIVERT https://t.co/HgC5vrwXNt lewat @YouTube","1877660675130139055","","","in","","0","0","0","https://x.com/Sugiyan17866402/status/1877660675130139055","1345661143398793216","Sugiyan17866402"
"1877660139794137419","Fri Jan 10 10:13:57 +0000 2025","0","Patrick Kluivert Resmi Latih Timnas Indonesia! Pelatih asal Belanda ini akan memimpin Garuda selama dua tahun mulai 2025 hingga 2027. Seberapa besar kekayaan yang dimiliki Patrick Kluivert? #wartaekonomi #patrickkluivert #pelatih #timnas #timnasday #sepakbola https://t.co/j7SgW1ZBNG","1877660139794137419","https://pbs.twimg.com/media/Gg7Jm26bAAA_wpR.jpg","","in","Jakarta, Indonesia","0","1","0","https://x.com/WartaEkonomi/status/1877660139794137419","30617522","WartaEkonomi"
"1877659468269531525","Fri Jan 10 10:11:17 +0000 2025","0","Patrick Kluivert mantan bintang sepak bola dunia kini berganti peran sebagai pelatih Timnas Indonesia! Apa rahasia di balik keputusan mengejutkan ini? Temukan jawabannya dan kenali lebih dalam siapa Patrick Kluivert serta visinya untuk membawa Garuda terbang tinggi. https://t.co/15Mh6cAr5A","1877659468269531525","https://pbs.twimg.com/media/Gg7JTwga4AEK_FX.jpg","","in","","0","2","0","https://x.com/WargaBicara_/status/1877659468269531525","1419658798424227847","WargaBicara_"
